A  	Element	Z 	N  	Energy	JPi        	Mass Exc    	Unc     	T1/2 (txt)       	T1/2 (seconds)               	Abund.  	Unc    	Dec Mode	Branching (%)
114	I      	53	61 	0.0000	1+         	-72638.935  	20.027  	2.1 S 2          	2.1                          	        	       	EP      	             
115	I      	53	62 	0.0000	(5/2+)     	-76337.805  	28.876  	1.3 M 2          	78                           	        	       	EC      	100          
116	I      	53	63 	0.0000	1+         	-77420.654  	75.037  	2.91 S 15        	2.91                         	        	       	EC      	100          
117	I      	53	64 	0.0000	(5/2)+     	-80438.568  	25.558  	2.22 M 4         	133.2                        	        	       	EC      	100          
117	I      	53	64 	0.0000	(5/2)+     	-80438.568  	25.558  	2.22 M 4         	133.2                        	        	       	B+      	77           
118	I      	53	65 	0.0000	2-         	-80971.056  	19.760  	13.7 M 5         	822                          	        	       	EC      	100          
119	I      	53	66 	0.0000	5/2+       	-83777.731  	21.706  	19.1 M 4         	1146                         	        	       	EC      	100          
119	I      	53	66 	0.0000	5/2+       	-83777.731  	21.706  	19.1 M 4         	1146                         	        	       	B+      	51           
119	I      	53	66 	0.0000	5/2+       	-83777.731  	21.706  	19.1 M 4         	1146                         	        	       	EC      	49           
120	I      	53	67 	0.0000	2-         	-83747.160  	15.102  	81.6 M 2         	4896                         	        	       	EC      	100          
121	I      	53	68 	0.0000	5/2+       	-86245.649  	4.723   	2.12 H 1         	7632                         	        	       	EC      	100          
122	I      	53	69 	0.0000	1+         	-86079.282  	5.181   	3.63 M 6         	217.8                        	        	       	EC      	100          
123	I      	53	70 	0.0000	5/2+       	-87942.588  	3.686   	13.2230 H 19     	47602.8                      	        	       	EC      	100          
124	I      	53	71 	0.0000	2-         	-87364.555  	2.299   	4.1760 D 3       	360806.4                     	        	       	EC      	100          
125	I      	53	72 	0.0000	5/2+       	-88836.024  	1.353   	59.407 D 10      	5132764.8                    	        	       	EC      	100          
126	I      	53	73 	0.0000	2-         	-87910.496  	3.778   	12.93 D 5        	1117152                      	        	       	EC      	52.7         
126	I      	53	73 	0.0000	2-         	-87910.496  	3.778   	12.93 D 5        	1117152                      	        	       	B-      	47.3         
127	I      	53	74 	0.0000	5/2+       	-88983.217  	3.621   	STABLE           	infinity                     	100     	       	        	             
128	I      	53	75 	0.0000	1+         	-87738.030  	3.621   	24.99 M 2        	1499.4                       	        	       	B-      	93.1         
128	I      	53	75 	0.0000	1+         	-87738.030  	3.621   	24.99 M 2        	1499.4                       	        	       	EC      	6.9          
129	I      	53	76 	0.0000	7/2+       	-88507.176  	3.153   	1.57E+7 Y 4      	495443737801094.4            	        	       	B-      	100          
130	I      	53	77 	0.0000	5+         	-86936.188  	3.154   	12.36 H 1        	44496                        	        	       	B-      	100          
131	I      	53	78 	0.0000	7/2+       	-87442.727  	0.605   	8.0252 D 6       	693377.28                    	        	       	B-      	100          
132	I      	53	79 	0.0000	4+         	-85703.502  	4.065   	2.295 H 13       	8262                         	        	       	B-      	100          
133	I      	53	80 	0.0000	7/2+       	-85857.302  	5.902   	20.83 H 8        	74988                        	        	       	B-      	100          
134	I      	53	81 	0.0000	(4)+       	-84043.440  	4.857   	52.5 M 2         	3150                         	        	       	B-      	100          
135	I      	53	82 	0.0000	7/2+       	-83779.180  	2.060   	6.58 H 3         	23688                        	        	       	B-      	100          
136	I      	53	83 	0.0000	(1-)       	-79545.225  	14.188  	83.4 S 4         	83.4                         	        	       	B-      	100          
137	I      	53	84 	0.0000	(7/2+)     	-76356.268  	8.383   	24.5 S 2         	24.5                         	        	       	B-      	100          
137	I      	53	84 	0.0000	(7/2+)     	-76356.268  	8.383   	24.5 S 2         	24.5                         	        	       	B-N     	7.14         
138	I      	53	85 	0.0000	(1-)       	-71979.910  	5.962   	6.26 S 3         	6.26                         	        	       	B-      	100          
138	I      	53	85 	0.0000	(1-)       	-71979.910  	5.962   	6.26 S 3         	6.26                         	        	       	B-N     	5.44         
139	I      	53	86 	0.0000	(7/2+)     	-68470.964  	4.005   	2.280 S 11       	2.28                         	        	       	B-      	100          
139	I      	53	86 	0.0000	(7/2+)     	-68470.964  	4.005   	2.280 S 11       	2.28                         	        	       	B-N     	10           
140	I      	53	87 	0.0000	(4-)       	-63606.223  	12.109  	0.86 S 4         	0.86                         	        	       	B-      	100          
140	I      	53	87 	0.0000	(4-)       	-63606.223  	12.109  	0.86 S 4         	0.86                         	        	       	B-N     	7.6          
141	I      	53	88 	0.0000	           	-59926.666  	15.835  	0.418 S 8        	0.418                        	        	       	B-      	100          
141	I      	53	88 	0.0000	           	-59926.666  	15.835  	0.418 S 8        	0.418                        	        	       	B-N     	21.2         
142	I      	53	89 	0.0000	           	-54802.969  	4.937   	222 MS 12        	0.222                        	        	       	        	             
143	I      	53	90 	0.0000	           	-50790      	200     	130 MS 45        	0.13                         	        	       	B-      	             
144	I      	53	91 	0.0000	           	-45330      	400     	300 NS           	0.0000003                    	        	       	        	             
145	I      	53	92 	0.0000	           	-41130      	500     	407 NS           	0.000000407                  	        	       	B-N     	             
145	I      	53	92 	0.0000	           	-41130      	500     	407 NS           	0.000000407                  	        	       	B-      	             
146	I      	53	93 	0.0000	           	-35540      	300     	94 MS 26         	0.094                        	        	       	B-      	100          
146	I      	53	93 	0.0000	           	-35540      	300     	94 MS 26         	0.094                        	        	       	B2N     	             
146	I      	53	93 	0.0000	           	-35540      	300     	94 MS 26         	0.094                        	        	       	B-N     	             
147	I      	53	94 	0.0000	           	-31200      	300     	                 	                             	        	       	B-      	100          
147	I      	53	94 	0.0000	           	-31200      	300     	                 	                             	        	       	B-N     	             
147	I      	53	94 	0.0000	           	-31200      	300     	                 	                             	        	       	B2N     	             
108	XE     	54	54 	0.0000	0+         	-42632.357  	379.497 	54 US +57-21     	0.000054                     	        	       	A       	100          
108	XE     	54	54 	0.0000	0+         	-42632.357  	379.497 	54 US +57-21     	0.000054                     	        	       	2P      	             
109	XE     	54	55 	0.0000	(7/2+)     	-46169.546  	300.108 	13 MS 2          	0.013                        	        	       	A       	100          
110	XE     	54	56 	0.0000	0+         	-51922.636  	100.988 	93 MS 3          	0.093                        	        	       	A       	64           
110	XE     	54	56 	0.0000	0+         	-51922.636  	100.988 	93 MS 3          	0.093                        	        	       	EC      	36           
110	XE     	54	56 	0.0000	0+         	-51922.636  	100.988 	93 MS 3          	0.093                        	        	       	EP      	             
111	XE     	54	57 	0.0000	           	-54520      	115     	0.74 S 20        	0.74                         	        	       	A       	8            
111	XE     	54	57 	0.0000	           	-54520      	115     	0.74 S 20        	0.74                         	        	       	EC      	             
112	XE     	54	58 	0.0000	0+         	-60026.348  	8.283   	2.7 S 8          	2.7                          	        	       	EC      	98.8         
112	XE     	54	58 	0.0000	0+         	-60026.348  	8.283   	2.7 S 8          	2.7                          	        	       	A       	1.2          
113	XE     	54	59 	0.0000	(5/2+)     	-62203.626  	6.840   	2.74 S 8         	2.74                         	        	       	EC      	100          
113	XE     	54	59 	0.0000	(5/2+)     	-62203.626  	6.840   	2.74 S 8         	2.74                         	        	       	EP      	7            
113	XE     	54	59 	0.0000	(5/2+)     	-62203.626  	6.840   	2.74 S 8         	2.74                         	        	       	A       	0.011        
114	XE     	54	60 	0.0000	0+         	-67085.899  	11.178  	10.0 S 4         	10                           	        	       	EC      	100          
115	XE     	54	61 	0.0000	(5/2+)     	-68656.757  	12.109  	18 S 4           	18                           	        	       	EC      	100          
115	XE     	54	61 	0.0000	(5/2+)     	-68656.757  	12.109  	18 S 4           	18                           	        	       	EP      	0.34         
115	XE     	54	61 	0.0000	(5/2+)     	-68656.757  	12.109  	18 S 4           	18                           	        	       	A       	0.0003       
