A  	Element	Z  	N  	Par. Elevel	Unc. 	JPi       	Dec Mode	T1/2 (txt)    	T1/2 (num)        	Daughter	Radiation	Rad subtype 	Rad Ene.  	Unc       	EP Ene.   	Unc       	Rad Int.  	Unc       	Dose        	Unc       
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3411.55  	20 	       	   	0.332     	15  	0.0113     	5  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3453.80  	27 	       	   	0.00169   	15  	5.8E-5     	5  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3470.50  	50 	       	   	0.00220   	15  	7.6E-5     	5  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3481.69  	22 	       	   	0.0059    	3   	2.04E-4    	11 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3507.05  	54 	       	   	0.0032    	4   	1.13E-4    	16 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3515.7   	11 	       	   	0.0033    	4   	1.16E-4    	16 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3524.99  	20 	       	   	0.213     	10  	0.0075     	3  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3553.53  	96 	       	   	0.0053    	13  	1.9E-4     	5  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3603.99  	8  	       	   	1.95      	7   	0.0701     	25 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3615.08  	22 	       	   	0.0070    	9   	2.5E-4     	3  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3639.99  	20 	       	   	0.090     	5   	0.00326    	17 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3646.17  	21 	       	   	0.0335    	17  	0.00122    	6  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3672.54  	22 	       	   	0.00213   	15  	7.8E-5     	6  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3698.41  	26 	       	   	0.0026    	3   	9.5E-5     	11 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3853.03  	45 	       	   	1.5E-4    	7   	6.E-6      	3  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3878.09  	23 	       	   	7.3E-4    	15  	2.8E-5     	6  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3892.32  	20 	       	   	0.0132    	8   	5.1E-4     	3  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3913.93  	21 	       	   	0.0139    	8   	5.4E-4     	3  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3929.96  	40 	       	   	0.074     	5   	0.00291    	18 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3930.06  	40 	       	   	0.035     	3   	0.00138    	10 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	3974.67  	41 	       	   	0.0060    	3   	2.39E-4    	12 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4021.65  	40 	       	   	0.074     	7   	0.0030     	3  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4043.89  	40 	       	   	0.0126    	10  	5.1E-4     	4  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4127.74  	50 	       	   	2.2E-4    	7   	9.E-6      	3  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4162.34  	41 	       	   	0.0067    	4   	2.78E-4    	16 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4163.45  	98 	       	   	0.0030    	3   	1.25E-4    	12 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4174.22  	40 	       	   	0.0236    	19  	9.9E-4     	8  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4235.89  	41 	       	   	0.0058    	5   	2.46E-4    	19 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4249.06  	41 	       	   	7.3E-4    	15  	3.1E-5     	6  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4257.79  	43 	       	   	8.1E-4    	7   	3.4E-5     	3  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4328.36  	42 	       	   	4.4E-4    	7   	1.9E-5     	3  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4347.40  	41 	       	   	0.00132   	8   	5.7E-5     	3  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4437.33  	40 	       	   	0.067     	4   	0.00299    	18 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4451.81  	40 	       	   	0.0079    	5   	3.50E-4    	21 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4488.56  	40 	       	   	0.0035    	4   	1.58E-4    	17 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4575.70  	40 	       	   	0.0034    	4   	1.54E-4    	17 
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4603.27  	40 	       	   	0.0205    	11  	9.4E-4     	5  
76 	BR     	35	41 	0.0        	    	1-        	EC+B+   	16.14 H 20    	58104             	76SE    	G        	           	4794.96  	40 	       	   	9.5E-4    	8   	4.6E-5     	4  
77 	BR     	35	42 	105.86     	8   	9/2+      	IT      	4.28 M 10     	256.8             	77BR    	G        	XR l       	1.48     	   	       	   	1.84      	5   	2.73E-5    	7  
77 	BR     	35	42 	105.86     	8   	9/2+      	IT      	4.28 M 10     	256.8             	77BR    	G        	XR ka2     	11.878   	   	       	   	12.2      	5   	0.00145    	6  
77 	BR     	35	42 	105.86     	8   	9/2+      	IT      	4.28 M 10     	256.8             	77BR    	G        	XR ka1     	11.924   	   	       	   	23.7      	9   	0.00282    	10 
77 	BR     	35	42 	105.86     	8   	9/2+      	IT      	4.28 M 10     	256.8             	77BR    	G        	XR kb3     	13.284   	   	       	   	1.66      	6   	2.21E-4    	8  
77 	BR     	35	42 	105.86     	8   	9/2+      	IT      	4.28 M 10     	256.8             	77BR    	G        	XR kb1     	13.292   	   	       	   	3.22      	11  	4.27E-4    	15 
77 	BR     	35	42 	105.86     	8   	9/2+      	IT      	4.28 M 10     	256.8             	77BR    	G        	XR kb2     	13.469   	   	       	   	0.322     	12  	4.33E-5    	16 
77 	BR     	35	42 	105.86     	8   	9/2+      	IT      	4.28 M 10     	256.8             	77BR    	G        	           	105.87   	10 	       	   	13.70     	    	0.01450    	   
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	XR l       	1.38     	   	       	   	2.05      	6   	2.82E-5    	9  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	XR ka2     	11.182   	   	       	   	15.6      	6   	0.00174    	6  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	XR ka1     	11.222   	   	       	   	30.2      	11  	0.00339    	13 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	XR kb3     	12.49    	   	       	   	2.07      	8   	2.59E-4    	10 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	XR kb1     	12.496   	   	       	   	4.02      	15  	5.03E-4    	19 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	XR kb2     	12.652   	   	       	   	0.286     	11  	3.62E-5    	14 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	13.4     	   	       	   	0.029     	3   	3.9E-6     	4  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	80.9     	1  	       	   	0.021     	7   	1.7E-5     	6  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	87.59    	7  	       	   	1.40      	4   	0.00123    	3  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	125.57   	8  	       	   	0.0092    	12  	1.16E-5    	15 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	138.95   	9  	       	   	0.129     	5   	1.80E-4    	8  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	141.1    	3  	       	   	0.0025    	7   	3.6E-6     	10 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	144.5    	1  	       	   	0.0058    	12  	8.3E-6     	17 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	161.83   	8  	       	   	1.10      	3   	0.00178    	5  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	180.68   	7  	       	   	0.284     	9   	5.13E-4    	17 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	187.26   	8  	       	   	0.058     	3   	1.08E-4    	5  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	189.57   	21 	       	   	0.0023    	12  	4.4E-6     	22 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	200.40   	7  	       	   	1.21      	5   	0.00243    	11 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	231.49   	13 	       	   	0.062     	5   	1.44E-4    	11 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	238.98   	7  	       	   	23.1      	    	0.0552     	   
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	243.35   	8  	       	   	0.037     	5   	9.0E-5     	11 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	249.77   	7  	       	   	2.98      	9   	0.00744    	24 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	270.83   	7  	       	   	0.321     	13  	8.7E-4     	4  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	277.47   	15 	       	   	0.0323    	24  	9.0E-5     	7  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	281.65   	7  	       	   	2.29      	7   	0.00644    	19 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	297.23   	8  	       	   	4.16      	21  	0.0124     	6  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	303.76   	9  	       	   	1.18      	3   	0.00358    	10 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	325.08   	11 	       	   	0.023     	5   	7.5E-5     	15 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	331.23   	9  	       	   	0.067     	7   	2.22E-4    	23 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	342.08   	24 	       	   	0.0062    	12  	2.1E-5     	4  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	378.45   	9  	       	   	0.009     	7   	3.E-5      	3  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	378.45   	9  	       	   	0.060     	5   	2.27E-4    	18 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	384.99   	8  	       	   	0.84      	3   	0.00322    	11 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	390.97   	11 	       	   	0.022     	3   	8.8E-5     	10 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	405.87   	22 	       	   	0.0074    	14  	3.0E-5     	6  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	419.15   	19 	       	   	0.0164    	21  	6.9E-5     	9  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	424.22   	15 	       	   	0.0219    	24  	9.3E-5     	10 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	439.47   	6  	       	   	1.56      	5   	0.00687    	21 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	472.03   	23 	       	   	0.0079    	21  	3.7E-5     	10 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	484.57   	7  	       	   	1.00      	3   	0.00485    	15 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	504.53   	23 	       	   	0.0090    	19  	4.5E-5     	9  
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	Annihil.   	511.0    	   	       	   	1.46      	6   	           	   
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	517.9    	4  	       	   	0.16      	5   	8.4E-4     	24 
77 	BR     	35	42 	0.0        	    	3/2-      	EC      	57.04 H 12    	205344            	77SE    	G        	           	520.69   	6  	       	   	22.4      	6   	0.117      	3  
